user_id,day,total_steps,correct,wrong,correct_response_rate,viewed
5340,1.0,2.0,2.0,0.0,1.0,9
5341,5.0,32.0,32.0,16.0,0.6666666666666666,238
5345,1.0,2.0,2.0,1.0,0.6666666666666666,23
5346,2.0,9.0,7.0,25.0,0.21875,280
5347,1.0,10.0,8.0,10.0,0.4444444444444444,48
5349,3.0,55.0,55.0,33.0,0.625,108
5357,3.0,14.0,16.0,36.0,0.3076923076923077,138
5362,1.0,2.0,2.0,0.0,1.0,12
5363,1.0,1.0,1.0,0.0,1.0,20
5365,1.0,2.0,2.0,0.0,1.0,13
5370,1.0,2.0,2.0,3.0,0.4,14
5371,1.0,3.0,3.0,4.0,0.42857142857142855,22
5373,2.0,13.0,13.0,8.0,0.6190476190476191,110
5375,2.0,13.0,13.0,9.0,0.5909090909090909,90
5376,5.0,39.0,38.0,76.0,0.3333333333333333,187
5377,4.0,50.0,51.0,81.0,0.38636363636363635,138
5379,1.0,2.0,2.0,5.0,0.2857142857142857,15
5381,1.0,6.0,6.0,8.0,0.42857142857142855,24
5384,4.0,28.0,28.0,8.0,0.7777777777777778,83
5390,1.0,2.0,2.0,0.0,1.0,13
5393,2.0,13.0,13.0,3.0,0.8125,105
5394,3.0,17.0,17.0,5.0,0.7727272727272727,99
5402,1.0,1.0,1.0,0.0,1.0,3
5410,1.0,2.0,2.0,0.0,1.0,11
5412,4.0,9.0,9.0,13.0,0.4090909090909091,66
5415,1.0,1.0,1.0,0.0,1.0,19
5417,3.0,17.0,17.0,70.0,0.19540229885057472,180
5421,2.0,13.0,13.0,10.0,0.5652173913043478,72
5430,1.0,1.0,0.0,3.0,0.0,13
5431,1.0,8.0,8.0,2.0,0.8,34
5438,6.0,29.0,29.0,71.0,0.29,216
5440,3.0,28.0,28.0,33.0,0.45901639344262296,114
5443,1.0,2.0,2.0,0.0,1.0,6
5449,2.0,7.0,7.0,5.0,0.5833333333333334,51
5454,4.0,20.0,19.0,59.0,0.24358974358974358,140
5458,3.0,9.0,7.0,10.0,0.4117647058823529,67
5464,1.0,2.0,2.0,0.0,1.0,11
5471,1.0,2.0,2.0,0.0,1.0,12
5474,1.0,2.0,2.0,0.0,1.0,6
5488,3.0,9.0,9.0,7.0,0.5625,64
5501,4.0,14.0,13.0,27.0,0.325,171
5506,1.0,2.0,2.0,0.0,1.0,17
5508,1.0,2.0,2.0,1.0,0.6666666666666666,16
5511,1.0,2.0,2.0,0.0,1.0,7
5517,1.0,2.0,2.0,0.0,1.0,15
5529,1.0,1.0,1.0,0.0,1.0,7
5532,2.0,8.0,8.0,32.0,0.2,57
5533,1.0,9.0,9.0,4.0,0.6923076923076923,37
5534,2.0,15.0,13.0,15.0,0.4642857142857143,54
5543,2.0,8.0,8.0,9.0,0.47058823529411764,42
5548,1.0,2.0,2.0,4.0,0.3333333333333333,17
5551,1.0,2.0,2.0,0.0,1.0,23
5552,1.0,2.0,2.0,0.0,1.0,6
5553,5.0,25.0,25.0,14.0,0.6410256410256411,106
5558,2.0,9.0,9.0,5.0,0.6428571428571429,49
5562,4.0,14.0,14.0,7.0,0.6666666666666666,54
5564,1.0,2.0,1.0,1.0,0.5,5
5567,1.0,2.0,1.0,4.0,0.2,8
5568,1.0,6.0,6.0,2.0,0.75,36
5573,7.0,73.0,76.0,91.0,0.4550898203592814,242
5576,3.0,17.0,17.0,8.0,0.68,219
5577,2.0,10.0,10.0,10.0,0.5,44
5579,5.0,24.0,24.0,20.0,0.5454545454545454,119
5584,1.0,12.0,11.0,17.0,0.39285714285714285,50
5585,2.0,16.0,16.0,1.0,0.9411764705882353,67
5586,1.0,3.0,2.0,3.0,0.4,57
5587,1.0,2.0,2.0,1.0,0.6666666666666666,17
5596,5.0,59.0,61.0,85.0,0.4178082191780822,225
5599,2.0,7.0,7.0,12.0,0.3684210526315789,123
5602,1.0,10.0,10.0,0.0,1.0,100
5605,1.0,2.0,2.0,0.0,1.0,15
5606,1.0,2.0,2.0,1.0,0.6666666666666666,11
5608,1.0,1.0,0.0,2.0,0.0,3
5609,2.0,4.0,4.0,2.0,0.6666666666666666,81
5612,1.0,2.0,2.0,0.0,1.0,48
5614,4.0,28.0,28.0,5.0,0.8484848484848485,84
5617,1.0,1.0,0.0,4.0,0.0,1
5623,1.0,9.0,9.0,6.0,0.6,44
5625,1.0,1.0,2.0,0.0,1.0,5
5626,1.0,5.0,5.0,1.0,0.8333333333333334,30
5629,1.0,2.0,2.0,0.0,1.0,9
5630,1.0,2.0,2.0,1.0,0.6666666666666666,39
5633,5.0,15.0,15.0,23.0,0.39473684210526316,76
5636,3.0,29.0,31.0,44.0,0.41333333333333333,113
5638,1.0,2.0,2.0,0.0,1.0,9
5639,1.0,2.0,2.0,0.0,1.0,11
5646,2.0,7.0,7.0,10.0,0.4117647058823529,35
5647,3.0,18.0,19.0,15.0,0.5588235294117647,81
5650,2.0,9.0,9.0,2.0,0.8181818181818182,73
5651,1.0,7.0,7.0,10.0,0.4117647058823529,36
5652,1.0,2.0,2.0,0.0,1.0,21
5653,4.0,29.0,29.0,39.0,0.4264705882352941,95
5661,5.0,28.0,28.0,6.0,0.8235294117647058,148
5668,4.0,27.0,25.0,48.0,0.3424657534246575,143
5673,4.0,9.0,8.0,27.0,0.22857142857142856,86
5679,1.0,2.0,2.0,0.0,1.0,9
5681,1.0,2.0,2.0,0.0,1.0,14
5685,1.0,1.0,1.0,0.0,1.0,4
5687,1.0,1.0,1.0,0.0,1.0,4
5689,1.0,8.0,8.0,6.0,0.5714285714285714,34
5701,2.0,17.0,19.0,22.0,0.4634146341463415,79
5702,2.0,5.0,5.0,0.0,1.0,24
5706,1.0,2.0,2.0,0.0,1.0,10
5712,2.0,5.0,2.0,10.0,0.16666666666666666,78
5716,2.0,3.0,4.0,3.0,0.5714285714285714,67
5721,1.0,8.0,8.0,7.0,0.5333333333333333,35
5726,1.0,2.0,2.0,0.0,1.0,9
5730,1.0,2.0,2.0,2.0,0.5,10
5732,1.0,2.0,2.0,0.0,1.0,9
5733,1.0,6.0,6.0,31.0,0.16216216216216217,38
5734,1.0,2.0,1.0,2.0,0.3333333333333333,12
5742,1.0,2.0,2.0,0.0,1.0,11
5743,1.0,6.0,6.0,0.0,1.0,27
5757,1.0,2.0,2.0,1.0,0.6666666666666666,14
5766,1.0,9.0,9.0,11.0,0.45,73
5770,1.0,1.0,1.0,3.0,0.25,30
5776,1.0,2.0,2.0,0.0,1.0,14
5777,4.0,20.0,20.0,17.0,0.5405405405405406,107
5785,2.0,8.0,8.0,2.0,0.8,27
5789,1.0,2.0,2.0,0.0,1.0,10
5791,3.0,11.0,9.0,34.0,0.20930232558139536,87
5792,1.0,8.0,8.0,6.0,0.5714285714285714,39
5793,1.0,9.0,9.0,1.0,0.9,31
5794,1.0,2.0,1.0,1.0,0.5,8
5796,1.0,1.0,1.0,1.0,0.5,9
5798,2.0,8.0,8.0,0.0,1.0,36
5800,1.0,2.0,2.0,0.0,1.0,21
5801,2.0,17.0,17.0,8.0,0.68,52
5806,1.0,1.0,1.0,0.0,1.0,5
5808,1.0,1.0,0.0,1.0,0.0,2
5809,1.0,2.0,2.0,1.0,0.6666666666666666,20
5810,1.0,1.0,1.0,0.0,1.0,5
5813,6.0,74.0,73.0,39.0,0.6517857142857143,228
5818,1.0,65.0,65.0,0.0,1.0,189
5825,1.0,2.0,3.0,4.0,0.42857142857142855,4
5829,1.0,2.0,2.0,0.0,1.0,26
5830,1.0,2.0,2.0,0.0,1.0,13
5836,2.0,2.0,2.0,5.0,0.2857142857142857,28
5837,2.0,6.0,5.0,14.0,0.2631578947368421,36
5839,1.0,7.0,7.0,1.0,0.875,18
5840,1.0,9.0,9.0,5.0,0.6428571428571429,36
5842,1.0,8.0,8.0,3.0,0.7272727272727273,39
5843,3.0,8.0,8.0,13.0,0.38095238095238093,43
5846,3.0,15.0,14.0,12.0,0.5384615384615384,59
5847,1.0,8.0,8.0,8.0,0.5,43
5850,1.0,2.0,2.0,0.0,1.0,15
5858,4.0,29.0,29.0,30.0,0.4915254237288136,127
5861,3.0,13.0,13.0,8.0,0.6190476190476191,62
5867,3.0,12.0,12.0,9.0,0.5714285714285714,60
5870,1.0,9.0,9.0,1.0,0.9,59
5873,6.0,59.0,59.0,84.0,0.4125874125874126,257
5874,3.0,19.0,20.0,7.0,0.7407407407407407,71
5876,1.0,1.0,1.0,0.0,1.0,13
5882,3.0,28.0,28.0,28.0,0.5,140
5884,1.0,2.0,2.0,0.0,1.0,9
5885,1.0,3.0,2.0,9.0,0.18181818181818182,6
5887,4.0,28.0,28.0,13.0,0.6829268292682927,99
5888,4.0,18.0,18.0,6.0,0.75,127
5894,1.0,1.0,1.0,0.0,1.0,10
5897,2.0,4.0,3.0,3.0,0.5,27
5903,1.0,2.0,2.0,2.0,0.5,4
5906,1.0,8.0,8.0,3.0,0.7272727272727273,25
5908,1.0,2.0,2.0,0.0,1.0,12
5909,2.0,5.0,5.0,5.0,0.5,22
5913,1.0,2.0,2.0,0.0,1.0,12
5915,1.0,2.0,2.0,0.0,1.0,8
5916,4.0,29.0,29.0,11.0,0.725,80
5917,1.0,2.0,2.0,0.0,1.0,16
5918,1.0,2.0,1.0,5.0,0.16666666666666666,12
5920,1.0,2.0,2.0,1.0,0.6666666666666666,36
5924,2.0,8.0,8.0,1.0,0.8888888888888888,35
5927,1.0,2.0,2.0,2.0,0.5,10
5929,5.0,36.0,36.0,21.0,0.631578947368421,195
5932,3.0,25.0,24.0,34.0,0.41379310344827586,116
5946,1.0,9.0,9.0,8.0,0.5294117647058824,30
5947,1.0,1.0,1.0,0.0,1.0,4
5949,3.0,12.0,12.0,5.0,0.7058823529411765,48
5950,1.0,3.0,3.0,0.0,1.0,14
5952,3.0,37.0,37.0,17.0,0.6851851851851852,155
5961,1.0,2.0,2.0,0.0,1.0,6
5962,3.0,18.0,18.0,5.0,0.782608695652174,85
5965,1.0,2.0,2.0,0.0,1.0,18
5968,2.0,16.0,16.0,21.0,0.43243243243243246,46
5970,5.0,18.0,19.0,5.0,0.7916666666666666,201
5971,1.0,2.0,2.0,0.0,1.0,9
5974,4.0,21.0,21.0,43.0,0.328125,137
5975,2.0,11.0,11.0,2.0,0.8461538461538461,53
5977,2.0,12.0,12.0,20.0,0.375,86
5980,2.0,27.0,26.0,20.0,0.5652173913043478,254
5983,1.0,6.0,6.0,9.0,0.4,27
5985,1.0,2.0,2.0,0.0,1.0,10
5986,1.0,2.0,2.0,0.0,1.0,8
5988,1.0,1.0,0.0,2.0,0.0,2
5991,2.0,18.0,18.0,3.0,0.8571428571428571,63
5994,1.0,6.0,6.0,1.0,0.8571428571428571,27
5996,3.0,18.0,17.0,33.0,0.34,98
6000,1.0,2.0,2.0,0.0,1.0,8
6002,1.0,2.0,2.0,1.0,0.6666666666666666,12
6003,3.0,7.0,6.0,4.0,0.6,28
6006,1.0,1.0,1.0,0.0,1.0,9
6007,4.0,13.0,13.0,57.0,0.18571428571428572,95
6008,4.0,15.0,16.0,15.0,0.5161290322580645,91
6011,1.0,2.0,2.0,0.0,1.0,10
6012,1.0,1.0,1.0,0.0,1.0,2
6014,1.0,2.0,2.0,6.0,0.25,10
6017,1.0,3.0,3.0,0.0,1.0,34
6018,1.0,1.0,1.0,0.0,1.0,23
6020,1.0,2.0,2.0,0.0,1.0,17
6021,1.0,2.0,2.0,5.0,0.2857142857142857,6
6022,1.0,2.0,2.0,0.0,1.0,15
6024,1.0,8.0,8.0,1.0,0.8888888888888888,37
6025,1.0,5.0,4.0,4.0,0.5,7
6028,3.0,30.0,30.0,35.0,0.46153846153846156,101
6032,1.0,13.0,13.0,0.0,1.0,42
6033,4.0,31.0,31.0,29.0,0.5166666666666667,72
6036,2.0,3.0,4.0,0.0,1.0,19
6039,1.0,2.0,2.0,0.0,1.0,17
6041,1.0,7.0,7.0,0.0,1.0,23
6048,1.0,2.0,2.0,0.0,1.0,10
6050,2.0,8.0,8.0,8.0,0.5,57
6053,4.0,11.0,9.0,26.0,0.2571428571428571,56
6056,4.0,28.0,28.0,12.0,0.7,93
6058,3.0,16.0,20.0,38.0,0.3448275862068966,81
6062,1.0,2.0,2.0,0.0,1.0,11
6065,1.0,2.0,2.0,1.0,0.6666666666666666,11
6071,4.0,28.0,28.0,15.0,0.6511627906976745,102
6072,3.0,9.0,9.0,2.0,0.8181818181818182,65
6073,1.0,11.0,11.0,12.0,0.4782608695652174,48
6074,2.0,8.0,8.0,9.0,0.47058823529411764,40
6079,6.0,14.0,14.0,4.0,0.7777777777777778,55
6081,1.0,8.0,8.0,6.0,0.5714285714285714,32
6082,1.0,6.0,6.0,4.0,0.6,36
6088,1.0,1.0,1.0,0.0,1.0,7
6091,1.0,2.0,2.0,0.0,1.0,11
6094,5.0,76.0,77.0,63.0,0.55,405
6101,1.0,1.0,1.0,0.0,1.0,24
6103,1.0,2.0,2.0,0.0,1.0,19
6104,2.0,28.0,28.0,37.0,0.4307692307692308,103
6105,1.0,1.0,1.0,0.0,1.0,11
6107,1.0,2.0,2.0,1.0,0.6666666666666666,9
6110,2.0,10.0,9.0,6.0,0.6,57
6111,2.0,15.0,12.0,32.0,0.2727272727272727,57
6112,3.0,8.0,8.0,2.0,0.8,50
6113,1.0,2.0,2.0,1.0,0.6666666666666666,6
6117,1.0,9.0,9.0,1.0,0.9,33
6119,1.0,8.0,8.0,8.0,0.5,34
6121,2.0,6.0,7.0,15.0,0.3181818181818182,68
6129,2.0,8.0,8.0,12.0,0.4,36
6130,1.0,2.0,2.0,0.0,1.0,8
6137,1.0,2.0,2.0,0.0,1.0,22
6143,3.0,16.0,13.0,72.0,0.15294117647058825,165
6144,1.0,9.0,9.0,1.0,0.9,50
6148,1.0,1.0,1.0,0.0,1.0,14
6150,2.0,8.0,9.0,8.0,0.5294117647058824,37
6152,3.0,21.0,21.0,4.0,0.84,100
6153,2.0,11.0,10.0,9.0,0.5263157894736842,55
6157,2.0,6.0,6.0,14.0,0.3,30
6160,1.0,1.0,0.0,2.0,0.0,1
6162,3.0,17.0,16.0,47.0,0.25396825396825395,108
6163,1.0,4.0,5.0,6.0,0.45454545454545453,5
6165,1.0,4.0,4.0,0.0,1.0,16
6166,1.0,1.0,1.0,0.0,1.0,3
6174,1.0,2.0,2.0,0.0,1.0,13
6183,2.0,19.0,22.0,15.0,0.5945945945945946,75
6184,1.0,2.0,1.0,6.0,0.14285714285714285,12
6187,1.0,2.0,2.0,1.0,0.6666666666666666,6
6192,1.0,2.0,2.0,0.0,1.0,30
6198,1.0,9.0,9.0,1.0,0.9,33
6200,3.0,8.0,8.0,2.0,0.8,58
6202,1.0,23.0,23.0,8.0,0.7419354838709677,80
6206,1.0,2.0,2.0,1.0,0.6666666666666666,7
6208,2.0,5.0,5.0,14.0,0.2631578947368421,32
6210,1.0,2.0,2.0,1.0,0.6666666666666666,11
6211,2.0,7.0,6.0,21.0,0.2222222222222222,86
6217,1.0,11.0,12.0,5.0,0.7058823529411765,80
6228,3.0,17.0,17.0,39.0,0.30357142857142855,68
6236,2.0,18.0,18.0,22.0,0.45,63
6237,4.0,16.0,16.0,71.0,0.1839080459770115,112
6238,5.0,8.0,5.0,36.0,0.12195121951219512,106
6239,1.0,5.0,5.0,0.0,1.0,20
6249,2.0,8.0,8.0,3.0,0.7272727272727273,44
6250,3.0,6.0,5.0,12.0,0.29411764705882354,52
6253,1.0,2.0,2.0,0.0,1.0,10
6256,1.0,1.0,1.0,1.0,0.5,10
6260,1.0,8.0,8.0,7.0,0.5333333333333333,35
6262,1.0,2.0,2.0,0.0,1.0,38
6264,3.0,16.0,16.0,15.0,0.5161290322580645,51
6268,1.0,1.0,0.0,2.0,0.0,3
6272,3.0,32.0,32.0,29.0,0.5245901639344263,167
6274,4.0,28.0,28.0,7.0,0.8,98
6278,1.0,2.0,2.0,1.0,0.6666666666666666,11
6280,1.0,9.0,9.0,5.0,0.6428571428571429,32
6285,1.0,2.0,1.0,2.0,0.3333333333333333,13
6286,2.0,8.0,8.0,7.0,0.5333333333333333,35
6288,1.0,1.0,1.0,2.0,0.3333333333333333,3
6293,1.0,2.0,2.0,0.0,1.0,24
6294,1.0,2.0,2.0,1.0,0.6666666666666666,14
6299,1.0,1.0,0.0,1.0,0.0,5
6300,1.0,9.0,10.0,26.0,0.2777777777777778,27
6302,1.0,2.0,2.0,0.0,1.0,10
6305,2.0,5.0,3.0,24.0,0.1111111111111111,43
6306,1.0,1.0,1.0,0.0,1.0,12
6308,1.0,1.0,1.0,0.0,1.0,6
6313,3.0,8.0,8.0,1.0,0.8888888888888888,41
6315,1.0,2.0,2.0,0.0,1.0,10
6321,3.0,17.0,17.0,6.0,0.7391304347826086,55
6323,1.0,5.0,5.0,1.0,0.8333333333333334,31
6325,1.0,2.0,2.0,0.0,1.0,11
6331,5.0,18.0,15.0,19.0,0.4411764705882353,169
6332,1.0,2.0,2.0,0.0,1.0,13
6334,5.0,28.0,29.0,28.0,0.5087719298245614,109
6335,3.0,28.0,30.0,30.0,0.5,164
6336,1.0,9.0,9.0,12.0,0.42857142857142855,64
6339,2.0,7.0,5.0,17.0,0.22727272727272727,110
6344,1.0,3.0,3.0,1.0,0.75,19
6345,1.0,1.0,1.0,0.0,1.0,16
6346,2.0,13.0,13.0,5.0,0.7222222222222222,102
6349,1.0,2.0,2.0,3.0,0.4,29
6350,1.0,2.0,2.0,1.0,0.6666666666666666,9
6352,1.0,2.0,2.0,0.0,1.0,13
6353,1.0,9.0,9.0,1.0,0.9,58
6355,3.0,7.0,7.0,8.0,0.4666666666666667,23
6356,2.0,9.0,9.0,18.0,0.3333333333333333,35
6357,2.0,9.0,9.0,2.0,0.8181818181818182,33
6366,1.0,2.0,2.0,0.0,1.0,11
6369,4.0,28.0,28.0,27.0,0.509090909090909,179
6370,4.0,75.0,75.0,9.0,0.8928571428571429,247
6373,1.0,1.0,1.0,0.0,1.0,32
6377,1.0,2.0,2.0,0.0,1.0,10
6378,7.0,74.0,74.0,13.0,0.8505747126436781,236
6381,1.0,1.0,1.0,0.0,1.0,13
6393,2.0,8.0,8.0,1.0,0.8888888888888888,41
6396,5.0,31.0,30.0,20.0,0.6,114
6398,2.0,8.0,8.0,7.0,0.5333333333333333,28
6399,2.0,7.0,6.0,21.0,0.2222222222222222,40
6400,1.0,2.0,2.0,0.0,1.0,11
6405,6.0,39.0,40.0,39.0,0.5063291139240507,205
6415,1.0,2.0,1.0,3.0,0.25,23
6416,3.0,23.0,23.0,11.0,0.6764705882352942,75
6417,1.0,2.0,2.0,0.0,1.0,8
6418,1.0,8.0,8.0,1.0,0.8888888888888888,39
6419,2.0,9.0,9.0,2.0,0.8181818181818182,42
6421,3.0,7.0,9.0,41.0,0.18,120
6424,1.0,8.0,5.0,4.0,0.5555555555555556,131
6430,5.0,35.0,30.0,37.0,0.44776119402985076,202
6431,1.0,2.0,2.0,0.0,1.0,15
6436,1.0,2.0,2.0,0.0,1.0,12
6441,6.0,37.0,36.0,48.0,0.42857142857142855,171
6447,2.0,10.0,10.0,12.0,0.45454545454545453,60
6450,1.0,2.0,2.0,3.0,0.4,20
6451,2.0,8.0,8.0,0.0,1.0,31
6452,1.0,2.0,2.0,0.0,1.0,6
6454,1.0,2.0,2.0,0.0,1.0,16
6455,1.0,1.0,0.0,12.0,0.0,19
6456,2.0,16.0,16.0,4.0,0.8,62
6461,4.0,50.0,50.0,52.0,0.49019607843137253,157
6463,1.0,2.0,2.0,0.0,1.0,20
6464,3.0,12.0,12.0,19.0,0.3870967741935484,52
6467,1.0,9.0,9.0,0.0,1.0,29
6470,3.0,24.0,22.0,14.0,0.6111111111111112,244
6472,1.0,2.0,2.0,1.0,0.6666666666666666,10
6474,4.0,28.0,28.0,8.0,0.7777777777777778,83
6476,3.0,18.0,18.0,24.0,0.42857142857142855,110
6479,1.0,8.0,10.0,5.0,0.6666666666666666,47
6486,3.0,8.0,7.0,2.0,0.7777777777777778,39
6487,3.0,10.0,10.0,36.0,0.21739130434782608,101
6490,5.0,23.0,23.0,15.0,0.6052631578947368,70
6491,2.0,8.0,8.0,4.0,0.6666666666666666,35
6496,1.0,8.0,8.0,3.0,0.7272727272727273,30
6498,3.0,8.0,8.0,0.0,1.0,59
6502,1.0,9.0,9.0,3.0,0.75,48
6503,2.0,9.0,9.0,0.0,1.0,53
6505,1.0,8.0,8.0,3.0,0.7272727272727273,36
6506,5.0,29.0,28.0,32.0,0.4666666666666667,146
6507,2.0,32.0,34.0,7.0,0.8292682926829268,160
6508,1.0,2.0,2.0,0.0,1.0,24
6509,1.0,2.0,2.0,0.0,1.0,22
6515,3.0,7.0,8.0,7.0,0.5333333333333333,165
6519,2.0,9.0,9.0,1.0,0.9,36
6522,2.0,16.0,17.0,45.0,0.27419354838709675,61
6528,1.0,1.0,0.0,2.0,0.0,3
6531,2.0,16.0,15.0,30.0,0.3333333333333333,65
6532,1.0,2.0,2.0,0.0,1.0,10
6539,1.0,2.0,2.0,0.0,1.0,25
6547,5.0,70.0,70.0,46.0,0.603448275862069,240
6550,1.0,2.0,2.0,1.0,0.6666666666666666,16
6552,1.0,2.0,1.0,1.0,0.5,10
6556,1.0,5.0,5.0,1.0,0.8333333333333334,22
6558,2.0,8.0,8.0,0.0,1.0,44
6562,5.0,36.0,36.0,24.0,0.6,148
6563,1.0,2.0,1.0,7.0,0.125,9
6565,4.0,28.0,28.0,14.0,0.6666666666666666,102
6571,3.0,20.0,21.0,62.0,0.25301204819277107,117
6574,1.0,2.0,2.0,0.0,1.0,12
6575,1.0,2.0,2.0,0.0,1.0,9
6580,1.0,11.0,10.0,8.0,0.5555555555555556,31
6581,1.0,9.0,9.0,2.0,0.8181818181818182,29
6587,1.0,2.0,2.0,0.0,1.0,8
6588,1.0,2.0,2.0,1.0,0.6666666666666666,22
6589,1.0,2.0,2.0,1.0,0.6666666666666666,9
6590,1.0,5.0,5.0,1.0,0.8333333333333334,16
6597,4.0,19.0,19.0,41.0,0.31666666666666665,223
6598,1.0,1.0,1.0,0.0,1.0,7
6601,6.0,48.0,47.0,102.0,0.31543624161073824,300
6608,1.0,2.0,2.0,0.0,1.0,14
6612,1.0,2.0,2.0,0.0,1.0,9
6616,1.0,2.0,2.0,0.0,1.0,8
6618,1.0,2.0,2.0,0.0,1.0,29
6619,1.0,1.0,1.0,0.0,1.0,6
6626,5.0,32.0,33.0,43.0,0.4342105263157895,154
6632,2.0,11.0,11.0,2.0,0.8461538461538461,41
6633,1.0,3.0,2.0,2.0,0.5,14
6634,2.0,12.0,9.0,33.0,0.21428571428571427,48
6635,2.0,6.0,6.0,3.0,0.6666666666666666,41
6636,3.0,31.0,31.0,18.0,0.6326530612244898,100
6639,1.0,9.0,9.0,10.0,0.47368421052631576,33
6640,1.0,8.0,8.0,11.0,0.42105263157894735,35
6642,3.0,18.0,18.0,8.0,0.6923076923076923,67
6644,1.0,2.0,2.0,0.0,1.0,22
6651,5.0,40.0,41.0,20.0,0.6721311475409836,220
6654,1.0,2.0,2.0,0.0,1.0,14
6662,2.0,9.0,6.0,32.0,0.15789473684210525,37
6664,2.0,7.0,7.0,24.0,0.22580645161290322,37
6668,5.0,34.0,34.0,70.0,0.3269230769230769,94
6674,1.0,2.0,2.0,0.0,1.0,16
6676,1.0,2.0,2.0,0.0,1.0,12
6677,2.0,8.0,8.0,2.0,0.8,55
6681,2.0,8.0,8.0,0.0,1.0,42
6683,1.0,2.0,1.0,1.0,0.5,6
6684,4.0,12.0,12.0,5.0,0.7058823529411765,59
6690,4.0,39.0,41.0,14.0,0.7454545454545455,131
6696,1.0,2.0,2.0,1.0,0.6666666666666666,42
6701,4.0,15.0,15.0,6.0,0.7142857142857143,70
6706,1.0,2.0,2.0,0.0,1.0,13
6708,1.0,2.0,2.0,1.0,0.6666666666666666,67
6711,1.0,1.0,1.0,0.0,1.0,35
6713,2.0,5.0,5.0,16.0,0.23809523809523808,30
6714,2.0,5.0,5.0,4.0,0.5555555555555556,50
6716,1.0,4.0,3.0,13.0,0.1875,36
6718,1.0,1.0,1.0,0.0,1.0,30
6719,4.0,15.0,14.0,2.0,0.875,116
6721,6.0,30.0,29.0,29.0,0.5,95
6726,1.0,1.0,1.0,0.0,1.0,12
6729,3.0,16.0,18.0,36.0,0.3333333333333333,105
6730,1.0,2.0,2.0,0.0,1.0,28
6731,1.0,1.0,1.0,1.0,0.5,11
6735,2.0,8.0,9.0,6.0,0.6,36
6746,1.0,2.0,2.0,0.0,1.0,11
6748,1.0,2.0,2.0,2.0,0.5,6
6749,1.0,2.0,2.0,0.0,1.0,18
6750,3.0,30.0,30.0,31.0,0.4918032786885246,90
6751,1.0,2.0,2.0,1.0,0.6666666666666666,11
6752,4.0,17.0,17.0,0.0,1.0,67
6754,1.0,2.0,2.0,0.0,1.0,15
6757,1.0,1.0,1.0,0.0,1.0,10
6758,3.0,16.0,13.0,105.0,0.11016949152542373,80
6762,1.0,2.0,2.0,0.0,1.0,10
6773,1.0,9.0,9.0,3.0,0.75,64
6774,1.0,2.0,2.0,0.0,1.0,6
6777,1.0,2.0,2.0,0.0,1.0,11
6790,1.0,1.0,0.0,1.0,0.0,5
6791,1.0,5.0,5.0,3.0,0.625,55
6796,1.0,2.0,2.0,0.0,1.0,8
6799,1.0,2.0,2.0,0.0,1.0,19
6800,1.0,13.0,14.0,1.0,0.9333333333333333,44
6801,1.0,1.0,0.0,2.0,0.0,18
6803,2.0,9.0,8.0,38.0,0.17391304347826086,198
6805,1.0,1.0,1.0,0.0,1.0,13
6808,3.0,17.0,18.0,2.0,0.9,80
6811,1.0,2.0,2.0,0.0,1.0,15
6816,1.0,2.0,2.0,0.0,1.0,7
6817,2.0,28.0,28.0,23.0,0.5490196078431373,83
6818,1.0,6.0,6.0,1.0,0.8571428571428571,29
6819,3.0,16.0,16.0,8.0,0.6666666666666666,45
6822,1.0,2.0,2.0,0.0,1.0,19
6823,2.0,8.0,8.0,1.0,0.8888888888888888,34
6828,1.0,4.0,4.0,3.0,0.5714285714285714,41
6829,1.0,9.0,8.0,13.0,0.38095238095238093,32
6830,1.0,2.0,2.0,1.0,0.6666666666666666,23
6836,1.0,2.0,1.0,4.0,0.2,45
6838,3.0,11.0,11.0,26.0,0.2972972972972973,63
6839,1.0,17.0,16.0,9.0,0.64,47
6841,2.0,9.0,8.0,9.0,0.47058823529411764,123
6842,1.0,7.0,7.0,5.0,0.5833333333333334,33
6844,3.0,17.0,17.0,14.0,0.5483870967741935,56
6847,3.0,14.0,12.0,38.0,0.24,41
6853,1.0,2.0,2.0,0.0,1.0,13
6854,6.0,44.0,42.0,78.0,0.35,203
6856,2.0,9.0,9.0,8.0,0.5294117647058824,49
6859,1.0,1.0,0.0,4.0,0.0,5
6860,1.0,2.0,2.0,0.0,1.0,15
6861,2.0,9.0,9.0,0.0,1.0,126
6863,1.0,2.0,2.0,3.0,0.4,9
6864,3.0,24.0,24.0,29.0,0.4528301886792453,106
6873,1.0,2.0,2.0,5.0,0.2857142857142857,6
6879,5.0,41.0,41.0,13.0,0.7592592592592593,189
6881,5.0,27.0,27.0,89.0,0.23275862068965517,163
6886,1.0,7.0,7.0,1.0,0.875,36
6891,1.0,2.0,2.0,0.0,1.0,11
6893,1.0,2.0,2.0,0.0,1.0,62
6894,1.0,2.0,2.0,0.0,1.0,6
6896,2.0,28.0,28.0,9.0,0.7567567567567568,68
6898,1.0,2.0,2.0,0.0,1.0,28
6913,1.0,4.0,3.0,2.0,0.6,21
6916,1.0,2.0,2.0,0.0,1.0,12
6917,1.0,2.0,2.0,0.0,1.0,11
6918,5.0,15.0,15.0,13.0,0.5357142857142857,41
6919,1.0,2.0,2.0,5.0,0.2857142857142857,15
6926,1.0,2.0,2.0,6.0,0.25,14
